idcar_200m;i_est_200;lcog_geo;noeud_delegue;lon_mid;lat_mid;ind;men;men_pauv;men_1ind;men_5ind;men_prop;men_fmp;ind_snv;men_surf;men_coll;men_mais;log_av45;log_45_70;log_70_90;log_ap90;log_inc;log_soc;ind_0_3;ind_4_5;ind_6_10;ind_11_17;ind_18_24;ind_25_39;ind_40_54;ind_55_64;ind_65_79;ind_80p;ind_inc
CRS3035RES200mN2728000E3600400;0;37067;203;0.45971867;47.2481;67;25;0;2;1;15;8;1480119.4;2403;0;25;0;0;5;20;0;6;3;0;7.5;9.5;2;17;17;7;4;0;0
CRS3035RES200mN2728000E3606000;1;3701437205;426;0.5331574;47.25455;4;1.8;0.2;0.5;0.1;1.4;0;117611.8;175;0;1.8;0.5;0.2;0.3;0.8;0;0;0.2;0;0.1;0.2;0.3;0.7;0.5;0.6;0.9;0.5;0
CRS3035RES200mN2728000E3606200;1;3720537014;3;0.53578055;47.254784;20;8.8;0.8;2.3;0.4;6.9;0;588058.9;875;0;8.8;2.3;1.2;1.5;3.8;0;0;0.8;0;0.4;1.1;1.5;3.5;2.7;3.1;4.6;2.3;0
CRS3035RES200mN2728000E3606400;0;37205;71;0.5384037;47.255013;37;15;3;6;1;11;0;864958;1291;0;15;10;1;2;2;0;0;4;2;3;0;4;8;4;5;6;1;0
CRS3035RES200mN2728000E3606600;0;37205;49;0.54102683;47.25524;34;12;0;2;1;9;0;1032925.2;1345;0;12;5;1;4;2;0;0;1;0;3;5;3;5;9;0;7;1;0
CRS3035RES200mN2728000E3606800;1;37205;243;0.54365;47.25547;2;0.9;0.1;0.2;0;0.7;0;58805.9;87.5;0;0.9;0.2;0.1;0.2;0.4;0;0;0.1;0;0;0.1;0.2;0.3;0.3;0.3;0.5;0.2;0
CRS3035RES200mN2728000E3608600;1;3720537186;356;0.56725955;47.25753;30;10.3;0.7;1.7;0.7;8;0.3;697603.3;1141;0;10.3;2.3;0.7;2;5.3;0;0;1;0.3;2.7;3.3;3.7;4.7;7;5;2;0.3;0
CRS3035RES200mN2728000E3608800;0;3718637205;155;0.5698829;47.25776;56.5;22;0;4;1;21;2;1338344;2028;0;22;8;3;4;7;0;0;2;1;5;6.5;4;7;14;4;7;6;0
CRS3035RES200mN2728000E3609000;0;37186;130;0.57250637;47.257988;97;32;1;4;7;30;4;2317899.5;3479;0;32;6;5;4;17;0;0;8;1;10;14;7;18;22;5;11;1;0
CRS3035RES200mN2728000E3609200;0;37186;159;0.5751298;47.258217;72.5;28;1;5;2;28;1;1824132.6;2782;0;28;2;1;18;6;1;0;9.5;3;3;6;0;16;8;8;14;5;0
CRS3035RES200mN2728000E3609400;0;37186;277;0.57775325;47.258446;73;26;3;4;4;24;2;1490956.5;2394;0;26;0;3;22;1;0;0;4;5;4;7;5;9;11;8;15;5;0
CRS3035RES200mN2728000E3609800;1;37006;44;0.5830002;47.258904;5;1.8;0;0.4;0.1;1.8;0.2;135893.7;229.5;0;1.8;1;0.1;0.1;0.6;0;0;0.6;0.1;0.4;0.6;0.2;1.3;0.7;0.7;0.3;0.1;0
CRS3035RES200mN2728000E3611600;1;37006;64;0.60661256;47.260956;1;0.5;0;0.1;0;0.4;0;26506.3;50.4;0;0.5;0.3;0;0.1;0.1;0;0;0.1;0;0;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0
CRS3035RES200mN2728000E3616200;1;37159;54;0.6669629;47.266182;3;1;0;0.2;0.1;1;0;80305.7;98.1;0;1;0.1;0;0.4;0.5;0;0;0;0;0.3;0.4;0.2;0.5;0.6;0.5;0.3;0.2;0
CRS3035RES200mN2728000E3619200;1;37250;190;0.70632774;47.26957;9;3.3;0.5;0.6;0.4;2.7;0.3;213343.2;403.9;0.2;3.1;1.1;0.1;0.7;1.4;0;0;0.5;0.3;0.5;1.4;0.6;1.2;2.2;1;0.6;0.7;0
CRS3035RES200mN2728000E3619400;1;37250;458;0.7089522;47.269794;27;9.8;1.4;1.8;1.1;8.2;0.9;640029.7;1211.8;0.4;9.4;3.2;0.2;2.3;4.1;0;0;1.6;0.9;1.5;4.2;1.8;3.7;6.4;3;1.8;2.1;0
CRS3035RES200mN2728000E3619600;1;37250;26;0.7115767;47.27002;30;10.9;1.5;2;1.3;9.2;1;711144.1;1346.4;0.5;10.4;3.6;0.2;2.5;4.6;0;0;1.8;1;1.7;4.7;2;4.1;7.1;3.3;2;2.3;0
CRS3035RES200mN2728000E3621400;1;37266;394;0.7351982;47.272045;29;10.5;0.4;1.8;0.8;8.9;1;821378;1192;0;10.5;2;0.6;4.7;3.2;0;0;1.6;0.2;0.8;2.8;3;3.5;7.3;5.1;3.9;0.8;0
CRS3035RES200mN2728000E3621600;1;37266;409;0.7378229;47.27227;28;10.1;0.4;1.7;0.8;8.6;1;793054.6;1150.9;0;10.1;1.9;0.6;4.6;3;0;0;1.5;0.2;0.8;2.7;2.9;3.4;7;4.9;3.8;0.8;0
CRS3035RES200mN2728000E3622800;1;37266;85;0.7535716;47.273617;1;0.4;0;0.1;0;0.4;0;30239.3;49.5;0;0.4;0.3;0;0;0.1;0;0;0;0;0.1;0.1;0.1;0.1;0.1;0.3;0.1;0.1;0
CRS3035RES200mN2728000E3623000;1;37266;103;0.75619644;47.27384;9;3.3;0.1;0.3;0.4;2.9;0;225508.4;296.1;0;3.3;0.3;0.2;1.7;1.1;0;0;0.6;0.1;0.7;0.4;0.6;1.1;2.6;1;1.3;0.6;0
CRS3035RES200mN2728000E3624800;1;37104;246;0.7798211;47.275856;8;3.6;0;0.9;0.2;3.6;0.5;232704.8;447.1;0;3.6;1;0.3;1.6;0.7;0;0;0.1;0;0.3;0.4;0.4;1.3;1.5;2;1.5;0.5;0
CRS3035RES200mN2728000E3625400;1;37104;264;0.7876963;47.276527;4;1.5;0.1;0.2;0.2;1.3;0.1;104558.6;195.9;0;1.5;0.7;0.2;0.4;0.2;0;0;0.1;0;0.2;0.5;0.4;0.4;0.9;0.5;0.7;0.3;0
CRS3035RES200mN2728000E3625600;1;37104;158;0.79032147;47.27675;11;4.1;0.2;0.6;0.5;3.6;0.3;287536.1;538.6;0;4.1;2;0.5;1.1;0.5;0;0;0.4;0.1;0.5;1.2;1.1;1.1;2.5;1.3;1.9;0.9;0
CRS3035RES200mN2728000E3626800;0;37104;25;0.8060726;47.27809;38;14;1;1;1;14;1;1004355.3;1670;0;14;0;0;7;7;0;0;0;0;2;4.5;3.5;1;12;8;6;1;0
CRS3035RES200mN2728000E3627000;0;37104;395;0.8086979;47.278313;39;11;0;1;3;11;0;1298271.7;1711;0;11;0;0;0;11;0;0;1;1;5;5;4;4;12;3;4;0;0
CRS3035RES200mN2728000E3627400;1;37104;259;0.81394845;47.27876;3;1.3;0;0.3;0;1.3;0;82818.9;169.2;0;1.3;0;0.1;0.8;0.4;0;0;0.1;0.1;0.2;0.1;0.1;0.5;0.5;0.4;0.7;0.3;0
CRS3035RES200mN2728000E3627600;1;37104;415;0.8165738;47.27898;9;4;0;0.9;0;3.9;0;248456.7;507.7;0;4;0;0.3;2.6;1.1;0;0;0.1;0.3;0.6;0.4;0.3;1.6;1.4;1.3;2.1;0.9;0
CRS3035RES200mN2728000E3627800;1;37104;13;0.81919914;47.279205;7;3.1;0;0.7;0;3;0;193244.1;394.9;0;3.1;0;0.2;2;0.9;0;0;0.1;0.2;0.5;0.3;0.2;1.2;1.1;1;1.7;0.7;0
CRS3035RES200mN2728000E3629000;1;37263;433;0.83495164;47.28054;6;2.5;0.3;0.6;0.1;1.7;0.3;131324;210.7;0.5;2;0.7;0.2;0.6;1;0;0;0.2;0.1;0.6;0.3;0.7;1.6;0.9;0.6;1;0;0
CRS3035RES200mN2728200E3599200;1;37067;204;0.4436548;47.248493;3;1.6;0.1;0.5;0;1.3;0.1;73497.8;158.7;0;1.6;0.6;0.1;0.8;0.1;0;0;0.1;0;0;0.2;0;0.3;0.7;0.7;0.6;0.4;0
CRS3035RES200mN2728200E3599400;1;37067;349;0.4462773;47.248726;4;2.1;0.2;0.7;0;1.7;0.2;97997;211.6;0;2.1;0.8;0.2;1;0.1;0;0;0.1;0;0;0.3;0;0.4;0.9;0.9;0.9;0.5;0
CRS3035RES200mN2728200E3599600;1;37067;37;0.4488998;47.248955;4;2.1;0.2;0.7;0;1.7;0.2;97997;211.6;0;2.1;0.8;0.2;1;0.1;0;0;0.1;0;0;0.3;0;0.4;0.9;0.9;0.9;0.5;0
CRS3035RES200mN2728200E3600200;1;37067;165;0.45676747;47.24965;25;11.5;1;2.7;0.3;10.8;1;601606.7;1132.8;0;11.5;0.4;2.7;6.4;2;0;0;0.7;0.3;1;1.7;0.3;2.7;4.4;2.7;6.8;4.4;0
CRS3035RES200mN2728200E3600400;0;37067;370;0.45939004;47.24988;82.5;30;2;2;2;28;5;1864672.6;3141;0;30;0;0;6;24;0;0;6;3;8;10.5;2;20;19;9;4;1;0
CRS3035RES200mN2728200E3600600;0;37067;215;0.46201268;47.250114;109;37;2;5;2;22;7;2642778.8;3654;0;37;0;0;0;37;0;15;4;3;13.5;17.5;9;19;33;8;2;0;0
CRS3035RES200mN2728200E3600800;1;37067;289;0.4646353;47.250343;4;1.8;0.2;0.4;0.1;1.7;0.2;96257.1;181.2;0;1.8;0.1;0.4;1;0.3;0;0;0.1;0;0.2;0.3;0.1;0.4;0.7;0.4;1.1;0.7;0
CRS3035RES200mN2728200E3601400;1;37067;316;0.47250333;47.251038;2;0.9;0.1;0.3;0;0.7;0;44215;84.6;0.1;0.8;0.4;0.2;0.2;0.1;0;0;0.1;0.1;0;0.1;0.2;0.4;0.3;0.4;0.3;0.1;0
CRS3035RES200mN2728200E3601600;1;37067;331;0.47512606;47.25127;7;3.2;0.4;1.2;0.2;2.5;0.2;154752.5;296;0.5;2.7;1.4;0.6;0.7;0.5;0;0;0.4;0.1;0.1;0.4;0.8;1.3;1.1;1.3;1.2;0.3;0
CRS3035RES200mN2728200E3604400;1;3701437205;191;0.51184636;47.254498;2;1;0.2;0.4;0;0.8;0.1;49900.2;109.8;0.1;0.9;0.7;0;0;0.3;0;0;0;0;0;0.1;0.2;0.3;0.4;0.5;0.2;0.3;0
CRS3035RES200mN2728200E3604800;1;3701437205;212;0.51709247;47.254955;5;2.5;0.6;0.9;0;2;0.2;124750.5;274.4;0.2;2.3;1.8;0;0.1;0.6;0;0;0.1;0;0.1;0.2;0.4;0.8;1.1;1.1;0.4;0.8;0
CRS3035RES200mN2728200E3605000;1;37014;397;0.51971555;47.255188;10;5;1.2;1.8;0;4;0.5;249501;548.8;0.5;4.5;3.5;0;0.2;1.3;0;0;0.2;0;0.2;0.5;0.7;1.5;2.3;2.3;0.8;1.5;0
CRS3035RES200mN2728200E3605400;1;37014;341;0.52496177;47.255646;5;2.5;0.6;0.9;0;2;0.2;124750.5;274.4;0.2;2.3;1.8;0;0.1;0.6;0;0;0.1;0;0.1;0.2;0.4;0.8;1.1;1.1;0.4;0.8;0
CRS3035RES200mN2728200E3606200;1;3720537014;364;0.53545445;47.256565;5;2.2;0.2;0.6;0.1;1.7;0;147014.7;218.8;0;2.2;0.6;0.3;0.4;0.9;0;0;0.2;0;0.1;0.3;0.4;0.8;0.7;0.8;1.1;0.6;0
CRS3035RES200mN2728200E3606400;1;37205;21;0.53807765;47.256794;6;2.7;0.2;0.7;0.1;2.1;0;176417.7;262.5;0;2.7;0.7;0.3;0.5;1.2;0;0;0.2;0;0.1;0.4;0.5;1;0.8;0.9;1.4;0.7;0
CRS3035RES200mN2728200E3606600;1;37205;58;0.5407009;47.257023;3;1.3;0.1;0.3;0.1;1;0;88208.8;131.2;0;1.3;0.3;0.2;0.2;0.6;0;0;0.1;0;0.1;0.2;0.2;0.5;0.4;0.5;0.7;0.3;0
CRS3035RES200mN2728200E3607000;1;37205;479;0.5459475;47.257484;1;0.6;0.1;0.2;0;0.4;0.1;25222.7;58.5;0;0.6;0.4;0;0.1;0.1;0;0;0;0;0;0;0;0.2;0.3;0.2;0.2;0.1;0
CRS3035RES200mN2728200E3607200;1;37205;19;0.5485708;47.257713;20;11.1;1.6;4.7;0;8.9;1.1;504453.9;1169.5;0;11.1;7.4;0.5;1.1;2.1;0;0;1;0;1;0.5;0.5;3.2;5.3;3.2;4.2;1.1;0
CRS3035RES200mN2728200E3607400;1;37205;465;0.55119413;47.257942;3;1.7;0.2;0.7;0;1.3;0.2;75668.1;175.4;0;1.7;1.1;0.1;0.2;0.3;0;0;0.1;0;0.1;0.1;0.1;0.5;0.8;0.5;0.6;0.2;0
CRS3035RES200mN2728200E3608800;0;3718637205;382;0.569558;47.259544;47.5;18;1;3;3;17;2;1227004.7;1652;0;18;2;1;5;10;0;0;1;3;3;8.5;1;10;10;2;4;5;0
CRS3035RES200mN2728200E3609200;0;37186;114;0.574805;47.260002;57.5;24;5;8;3;15;5;1484610.5;2617;4;20;18;1;1;4;0;0;2;3;7;2.5;9;10;13;5;6;0;0
CRS3035RES200mN2728200E3609400;1;3718637006;296;0.5774286;47.26023;7;2.5;0;0.5;0.1;2.5;0.3;190251.2;321.3;0;2.5;1.5;0.1;0.1;0.8;0;0;0.8;0.1;0.5;0.8;0.3;1.8;1.1;1.1;0.4;0.1;0
CRS3035RES200mN2728200E3609600;1;3700637186;141;0.58005214;47.26046;2;0.7;0;0.2;0;0.7;0.1;54357.5;91.8;0;0.7;0.4;0;0.1;0.2;0;0;0.2;0;0.2;0.2;0.1;0.5;0.3;0.3;0.1;0.1;0
CRS3035RES200mN2728200E3610800;1;37006;222;0.5957939;47.26183;7;3.2;0.3;1;0.1;2.9;0.1;185543.9;353;0;3.2;2;0.1;0.7;0.4;0;0;0.3;0.1;0.2;0.6;0.4;0.9;1.6;1.4;1;0.5;0
CRS3035RES200mN2728200E3611000;1;37006;123;0.59841764;47.26206;3;1.4;0.1;0.4;0;1.3;0.1;79518.8;151.3;0;1.4;0.9;0.1;0.3;0.1;0;0;0.1;0;0.1;0.3;0.2;0.4;0.7;0.6;0.4;0.2;0
CRS3035RES200mN2728200E3611400;1;37006;483;0.6036651;47.262512;4;1.8;0.2;0.5;0;1.7;0.1;106025.1;201.7;0;1.8;1.1;0.1;0.4;0.2;0;0;0.2;0.1;0.1;0.4;0.2;0.5;0.9;0.8;0.5;0.3;0
CRS3035RES200mN2728200E3611600;1;37006;484;0.60628885;47.26274;3;1.4;0.1;0.4;0;1.3;0.1;79518.8;151.3;0;1.4;0.9;0.1;0.3;0.1;0;0;0.1;0;0.1;0.3;0.2;0.4;0.7;0.6;0.4;0.2;0
CRS3035RES200mN2728200E3613200;1;37159;152;0.62727976;47.26456;6;1.9;0;0.2;0.2;1.8;0.1;172672.3;230.4;0;1.9;0.5;0;0.2;1.2;0;0;0.2;0.1;0.6;0.9;0.5;0.6;1.9;0.7;0.3;0.2;0
CRS3035RES200mN2728200E3614200;1;37159;9;0.6403997;47.265697;10;4.2;0;0.4;0.2;3.2;0.4;280796.5;463.3;0.9;3.3;1.6;0.2;1.9;0.5;0;0;0.7;0;0.2;0.7;0.3;1.8;2.3;1.2;2.5;0.3;0
CRS3035RES200mN2728200E3614600;1;37159;151;0.6456479;47.26615;6;2.5;0;0.2;0.1;1.9;0.2;168477.9;278;0.5;2;0.9;0.1;1.2;0.3;0;0;0.4;0;0.1;0.4;0.2;1.1;1.4;0.7;1.5;0.2;0
CRS3035RES200mN2728200E3616400;1;37159;156;0.6692655;47.268192;4;1.4;0;0.2;0.1;1.4;0;107074.3;130.8;0;1.4;0.1;0;0.6;0.7;0;0;0;0;0.4;0.6;0.2;0.6;0.9;0.6;0.4;0.3;0
CRS3035RES200mN2728200E3618800;1;37250;233;0.7007583;47.2709;2;0.7;0.1;0.1;0.1;0.6;0.1;47409.6;89.8;0;0.7;0.2;0;0.2;0.3;0;0;0.1;0.1;0.1;0.3;0.1;0.3;0.5;0.2;0.1;0.2;0
CRS3035RES200mN2728200E3619600;1;3725037154;219;0.7112565;47.271805;5;1.8;0.3;0.3;0.2;1.5;0.2;118524;224.4;0.1;1.7;0.6;0;0.4;0.8;0;0;0.3;0.2;0.3;0.8;0.3;0.7;1.2;0.5;0.3;0.4;0
CRS3035RES200mN2728200E3620400;1;3726637154;468;0.7217551;47.272705;3;1.1;0;0.2;0.1;0.9;0.1;84970.1;123.3;0;1.1;0.2;0.1;0.5;0.3;0;0;0.2;0;0.1;0.3;0.3;0.4;0.7;0.5;0.4;0.1;0
CRS3035RES200mN2728200E3624600;1;37104;226;0.77687806;47.277416;12;5.4;0;1.3;0.4;5.4;0.7;349057.1;670.7;0;5.4;1.5;0.4;2.4;1.1;0;0;0.2;0;0.5;0.6;0.6;2;2.2;3;2.2;0.7;0
CRS3035RES200mN2728200E3624800;0;37104;399;0.77950317;47.27764;46;17;2;4;1;17;0;1269936.2;2016;0;17;1;4;2;10;0;0;2;0;6;7;1;10;8;9;3;0;0
CRS3035RES200mN2728200E3625000;1;37104;206;0.78212833;47.277863;4;1.5;0.1;0.2;0.2;1.3;0.1;104558.6;195.9;0;1.5;0.7;0.2;0.4;0.2;0;0;0.1;0;0.2;0.5;0.4;0.4;0.9;0.5;0.7;0.3;0
CRS3035RES200mN2728200E3625200;1;37104;218;0.7847535;47.278088;29;10.9;0.5;1.7;1.2;9.4;0.7;758049.7;1420;0;10.9;5.3;1.2;2.9;1.5;0;0;1;0.2;1.5;3.1;2.9;2.9;6.5;3.4;5.1;2.4;0
CRS3035RES200mN2728200E3625400;1;37104;492;0.78737867;47.278313;24;9;0.4;1.4;1;7.8;0.6;627351.5;1175.2;0;9;4.4;1;2.4;1.2;0;0;0.8;0.2;1.2;2.6;2.4;2.4;5.4;2.8;4.2;2;0
CRS3035RES200mN2728200E3626400;0;37104;196;0.8005049;47.279427;28;13;2;5;0;13;0;849564;1287;0;13;0;0;13;0;0;0;2;0;1;2;1;3;4;5;7;3;0
CRS3035RES200mN2728200E3628400;1;3726337104;231;0.826759;47.28166;9;4.1;0.3;0.7;0;2.9;0.3;234173;426.4;0;4.1;0.8;0.2;1.9;1.2;0;0;0.3;0.3;0;0.1;1.4;2;2.2;1.2;1;0.5;0
